,Unnamed: 0,Country,France,Italy,Portugal,Spain,Austria,Bel-Lux,Denmark,Finland,Germany,Greece,Ireland,Netherlands,Sweden,Switzerland,United Kingdom,Other WEM,Bulgaria,Croatia,Georgia,Hungary,Moldova,Romania,Russia,Ukraine,Other ECA,Australia,New Zealand,Canada,United States,Argentina,Brazil,Chile,Mexico,Uruguay,Other LAC,Algeria,Morocco,South Africa,Tunisia,Turkey,Other AME,China,Hong Kong,India,Japan,Korea,Malaysia,Philippines,Singapore,Taiwan,Thailand,Other Asia Pacific,Other,World,Unnamed: 55,Coeff. of variation,Norway,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63
134,134,1969,"2,328,436","651,830","139,595","1,190,861","799,116","1,560,529","555,530","220,104","11,804,115","359,599","306,336","738,684","515,849","528,690","6,196,358","171,362","307,188","120,000",0,"619,374",0,"413,448","4,449,668","1,150,000","4,036,843","1,462,732","345,942","1,518,524","13,621,599","296,036","832,391","148,672","1,393,921","75,544","3,228,556","57,347","53,870","270,872","18,072","40,218",1805775.0,"104,685","26,990","68,000","2,814,606","60,554","39,006","308,510","34,608","54,160","40,319","90,769",0.0,"67,975,788",0.0,1.97,"196,661",0.0,0.0,0.0,0.0,0.0,0.0
135,135,1970,"2,387,384","673,863","141,900","1,444,877","813,481","1,638,176","594,059","207,571","12,112,025","363,936","331,482","830,089","513,558","547,022","6,375,904","182,798","343,639","125,000",0,"681,521",0,"483,290","4,731,454","1,200,000","4,210,029","1,532,328","367,120","1,609,499","14,101,684","350,150","834,347","177,220","1,459,261","80,542","3,555,065","62,518","64,691","310,319","20,998","50,601",2016109.0,"107,883","37,961","70,000","3,026,259","91,215","36,144","361,349","39,782","68,044","36,932","92,962",0.0,"71,494,044",0.0,1.93,"210,152",0.0,0.0,0.0,0.0,0.0,0.0
136,136,1971,"2,443,653","660,656","170,398","1,356,486","830,202","1,617,437","559,272","216,365","12,542,283","144,356","360,147","911,572","516,968","546,826","6,605,681","197,164","360,929","130,000",0,"692,091",0,"547,457","4,951,499","1,250,000","4,592,415","1,601,024","388,479","1,729,072","14,540,115","302,696","1,050,919","225,569","1,302,379","98,081","3,487,486","64,348","60,899","315,276","29,197","89,810",2208375.0,"110,816","34,488","72,951","3,122,711","115,527","37,442","388,359","43,650","77,538","33,331","95,144",0.0,"73,829,538",0.0,1.94,"224,642",0.0,0.0,0.0,0.0,0.0,0.0
137,137,1972,"2,372,351","729,203","281,069","1,382,083","887,640","1,665,742","599,896","239,753","12,712,155","377,623","388,432","970,417","518,467","522,437","6,705,339","209,820","383,948","135,000",0,"661,556",0,"554,418","5,252,981","1,300,000","4,681,014","1,640,878","397,821","1,822,872","15,093,762","296,436","965,631","236,457","1,540,923","100,909","3,619,165","66,250","62,536","348,105","33,251","63,244",2366645.0,"227,176","32,985","74,823","3,507,340","92,803","35,794","396,713","40,414","89,235","34,413","97,367",0.0,"76,815,293",0.0,1.91,"237,728",0.0,0.0,0.0,0.0,0.0,0.0
138,138,1973,"2,638,788","956,150","335,274","1,649,035","895,892","1,779,891","633,623","246,817","12,893,837","382,607","431,656","1,092,965","510,959","540,270","7,072,301","216,419","426,669","140,000",0,"713,993",0,"624,188","5,681,450","1,350,000","4,775,476","1,719,782","420,141","1,915,302","15,748,813","313,612","1,129,205","201,400","1,771,604","99,531","3,692,686","73,587","68,245","420,621","37,570","140,442",2583072.0,"232,648","37,566","76,729","3,842,778","127,631","48,671","374,183","44,751","125,289","45,684","99,699",0.0,"81,379,503",0.0,1.87,"243,798",0.0,0.0,0.0,0.0,0.0,0.0
139,139,1974,"2,635,941","909,570","343,814","1,731,554","914,557","1,664,257","627,497","261,857","12,912,933","319,082","451,815","1,134,110","528,628","539,368","7,245,325","224,727","462,981","145,000",0,"779,582",0,"719,622","5,693,219","1,400,000","4,644,839","1,874,274","424,231","1,964,937","16,700,881","468,335","1,205,756","206,295","2,022,665","111,424","4,044,502","64,743","63,956","503,397","40,082","124,036",2770935.0,"238,178","45,399","78,687","3,629,759","159,978","60,816","497,888","45,044","89,484","47,168","102,125",0.0,"83,875,254",0.0,1.87,"255,942",0.0,0.0,0.0,0.0,0.0,0.0
140,140,1975,"2,695,041","786,928","320,595","1,864,256","865,454","1,637,795","660,735","253,943","12,898,736","194,351","455,275","1,193,438","548,697","509,595","7,388,027","233,404","467,134","150,000",0,"848,489",0,"803,572","6,356,100","1,438,879","4,761,671","1,921,633","444,798","2,019,200","17,156,284","418,308","1,244,517","88,631","2,007,548","112,764","4,237,749","42,034","72,201","563,551","34,280","175,683",2760175.0,"243,769","49,388","80,841","3,902,166","174,547","56,543","519,805","45,252","104,504","64,886","104,330",0.0,"85,977,498",0.0,1.87,"265,373",0.0,0.0,0.0,0.0,0.0,0.0
141,141,1976,"2,934,481","878,345","342,652","1,920,710","882,814","1,730,878","669,718","257,083","13,069,549","296,070","441,293","1,277,403","540,043","499,239","7,520,989","231,435","502,258","155,000",0,"902,198",0,"829,500","6,615,394","1,440,000","4,587,404","1,901,979","425,598","2,008,395","17,574,576","274,262","1,386,010","113,459","1,991,781","69,909","5,105,243","61,037","67,774","567,544","31,020","190,997",2899181.0,"249,899","56,094","82,699","3,712,246","190,049","64,935","627,334","46,241","114,117","78,092","106,563",0.0,"88,521,490",0.0,1.86,"261,253",0.0,0.0,0.0,0.0,0.0,0.0
142,142,1977,"2,792,872","867,193","425,633","1,909,597","889,259","1,642,311","657,735","263,935","12,836,438","218,903","436,081","1,286,050","492,231","477,945","7,417,961","239,610","530,532","160,000",0,"955,944",0,"833,365","6,888,946","1,440,000","4,678,598","1,928,876","436,376","2,048,870","18,130,376","256,463","1,597,055","167,096","2,193,938","83,366","5,356,743","63,020","78,780","561,087","34,296","218,032",3104643.0,"256,173","67,871","84,783","4,291,222","242,444","68,942","677,180","43,448","162,159","103,496","109,032",0.0,"90,706,906",0.0,1.85,"265,953",0.0,0.0,0.0,0.0,0.0,0.0
143,143,1978,"2,753,942","933,217","419,927","2,150,123","881,717","1,583,875","664,668","263,143","12,532,634","273,557","448,523","1,309,171","449,567","476,945","7,554,249","245,854","553,828","165,000",0,"1,021,489",0,"911,981","7,122,669","1,440,000","4,225,481","1,924,339","452,139","2,019,049","19,012,859","208,263","2,040,098","161,322","2,290,939","77,205","5,607,342","60,921","69,536","593,825","39,995","234,791",2863715.0,"263,037","71,659","86,931","4,423,100","446,468","81,929","1,966,106","41,488","214,190","112,578","111,536",0.0,"93,856,920",0.0,1.82,"268,774",0.0,0.0,0.0,0.0,0.0,0.0
144,144,1979,"2,779,645","1,058,224","408,888","2,241,369","860,246","1,591,013","684,971","269,814","12,503,474","324,940","461,618","1,322,025","444,596","479,639","7,694,207","249,341","568,319","170,000",0,"1,023,296",0,"1,060,641","7,025,495","1,440,000","4,425,567","1,888,520","419,566","2,107,235","19,957,274","214,883","2,233,011","176,330","2,577,818","65,242","5,434,512","58,614","69,198","698,393","39,596","205,220",3064547.0,"405,758","81,103","178,739","4,692,145","643,700","99,311","785,224","38,907","250,270","159,011","114,194",0.0,"95,745,648",0.0,1.84,"267,881",0.0,0.0,0.0,0.0,0.0,0.0
145,145,1980,"2,718,899","1,047,491","474,540","2,246,349","866,635","1,659,797","692,278","275,939","12,673,523","281,393","461,806","1,354,172","436,547","488,098","7,392,935","263,097","563,194","180,000",0,"1,023,110",0,"1,076,409","6,813,935","1,457,920","4,536,088","1,932,188","430,363","2,117,483","20,418,670","238,485","2,283,411","210,363","2,706,767","85,641","6,458,735","60,625","78,502","900,499","36,713","222,017",2243992.0,"695,630","98,150","91,672",4532000,"582,226","113,826","553,823","41,869","243,196","126,581","116,915",0.0,"96,604,494",0.0,1.85,"251,493",0.0,0.0,0.0,0.0,0.0,0.0
146,146,1981,"2,716,496","1,135,105","405,651","2,330,621","874,332","1,575,631","712,505","276,742","12,812,315","321,312","447,302","1,415,366","414,966","498,929","7,068,011","249,834","569,675","190,000",0,"1,059,845",0,"1,106,803","7,012,328","1,508,191","4,492,619","1,915,412","420,854","2,123,970","20,863,004","206,683","2,380,558","225,646","2,890,173","79,104","6,807,621","62,665","108,116","1,080,700","37,943","346,340",2236768.0,"860,913","128,779","187,093",4552000,"599,863","111,609","543,621","43,701","246,174","104,673","119,494",0.0,"98,478,056",0.0,1.85,"234,139",0.0,0.0,0.0,0.0,0.0,0.0
147,147,1982,"2,709,406","1,302,929","416,460","2,410,526","894,732","1,682,139","731,915","272,229","12,926,815","321,042","446,258","1,303,306","430,289","514,621","6,860,768","263,615","587,163","200,000",0,"1,065,199",0,"1,108,881","7,244,163","1,590,476","4,643,689","1,936,016","422,240","2,109,399","20,974,516","222,858","2,481,334","210,350","2,840,367","68,618","6,729,761","64,857","74,660","1,220,506","37,242","337,800",2055397.0,"1,175,113","104,655","191,656",4813000,"627,980","122,687","737,512","46,955","282,505","121,711","122,067",0.0,"100,058,384",0.0,1.83,"245,973",0.0,0.0,0.0,0.0,0.0,0.0
148,148,1983,"2,715,944","1,324,209","382,687","2,485,132","924,743","1,626,280","761,727","279,923","12,948,650","317,542","419,828","1,399,528","413,981","505,993","6,948,605","256,734","604,761","210,000",0,"1,054,065",0,"1,111,999","7,373,420","1,583,963","4,639,270","1,859,028","424,766","2,133,238","21,099,756","312,160","2,584,721","195,964","2,496,054","49,746","7,224,497","47,274","69,165","1,285,115","44,653","367,674",2087914.0,"1,527,085","137,279","195,989",5028000,"710,242","99,415","977,258","46,966","299,882","146,717","124,844",0.0,"101,864,387",0.0,1.81,"235,779",0.0,0.0,0.0,0.0,0.0,0.0
149,149,1984,"2,580,011","1,203,743","410,336","2,508,628","943,667","1,604,217","737,415","292,556","12,552,958","342,989","423,787","1,335,885","411,228","495,282","6,915,630","266,680","628,770","220,000",0,"1,036,733",0,"1,092,329","7,368,672","1,614,083","4,433,893","1,821,438","423,752","2,133,249","21,451,730","394,872","2,597,606","198,875","2,539,464","48,119","7,199,445","51,562","74,220","1,410,596","45,239","297,546",2075060.0,"2,198,813","125,282","200,712",4592000,"757,339","103,902","955,484","46,774","307,111","165,887","127,652",0.0,"101,763,220",0.0,1.81,"243,806",0.0,0.0,0.0,0.0,0.0,0.0
150,150,1985,"2,520,210","1,396,902","418,479","2,604,432","921,577","1,541,249","689,886","305,498","12,564,275","366,664","425,448","1,358,967","432,793","502,412","6,866,486","272,990","626,290","230,000",0,"1,097,682",0,"1,104,714","7,414,160","1,548,360","4,371,413","1,792,084","421,990","2,093,487","20,891,853","395,806","2,702,967","218,421","2,734,086","59,213","7,214,758","50,771","76,695","1,427,121","47,732","222,867",2254802.0,"3,065,069","138,526","205,603",4860000,"786,344","108,640","1,207,766","46,724","335,305","104,111","130,535",0.0,"103,174,164",0.0,1.76,"242,691",0.0,0.0,0.0,0.0,0.0,0.0
151,151,1986,"2,544,654","1,468,042","508,092","2,653,066","994,854","1,528,185","715,912","326,311","12,627,523","384,707","418,380","1,390,997","463,580","506,671","6,876,076","293,151","637,230","240,000",0,"1,186,029",0,"1,205,691","5,532,577","1,188,956","4,462,104","1,832,014","445,075","2,088,443","21,253,301","539,516","3,393,022","228,947","2,991,717","68,143","7,879,981","49,733","102,504","1,579,323","38,980","214,751",2301980.0,"3,964,075","130,275","210,118",5062000,"796,277","102,973","928,274","45,644","353,685","91,963","133,371",0.0,"104,978,868",0.0,1.74,"262,080",0.0,0.0,0.0,0.0,0.0,0.0
152,152,1987,"2,463,960","1,478,065","573,831","2,869,132","958,405","1,544,314","672,802","343,302","12,404,852","397,774","416,990","1,371,310","479,495","509,124","5,633,825","299,766","660,214","258,884",0,"1,195,952",0,"144,593","5,713,730","1,291,463","4,430,161","1,790,996","451,882","2,100,081","21,445,245","580,948","3,376,714","290,284","3,170,516","70,180","8,923,970","48,536","120,885","1,797,415","30,643","235,534",2337856.0,"5,239,374","156,776","107,601",5458000,"874,794","101,355","1,245,646","46,319","386,357","102,577","136,290",0.0,"106,738,717",0.0,1.74,"262,379",0.0,0.0,0.0,0.0,0.0,0.0
153,153,1988,"2,505,197","1,477,784","690,970","2,960,203","978,483","1,514,854","684,613","375,284","12,344,714","433,780","429,118","1,366,414","521,981","509,515","5,820,104","308,274","672,052","249,045",0,"1,192,176",0,"1,285,132","6,290,731","1,416,497","4,491,078","1,852,857","429,920","2,154,273","21,471,631","516,003","3,644,452","312,174","3,389,911","71,225","9,184,765","50,202","121,657","2,022,431","43,457","242,291",2698651.0,"6,388,985","155,811","110,254",5860000,"1,025,360","111,224","841,608","48,501","398,673","137,982","139,302",0.0,"111,941,596",0.0,1.68,"265,665",0.0,0.0,0.0,0.0,0.0,0.0
154,154,1989,"2,630,576","1,371,970","735,431","3,074,096","998,635","1,471,486","703,712","404,844","12,457,444","429,574","453,119","1,410,449","550,254","519,798","5,867,579","309,379","701,858","229,493",0,"1,198,867",0,"1,285,918","6,372,022","1,485,883","4,516,704","1,925,546","439,869","2,157,489","21,373,716","597,871","6,063,214","330,709","3,948,914","73,334","8,225,166","48,877","106,194","2,121,683","45,742","264,842",2508725.0,"6,164,421","162,684","225,939",6321000,"1,208,655","123,879","814,418","49,857","432,772","175,143","154,332",0.0,"115,244,083",0.0,1.63,"261,129",0.0,0.0,0.0,0.0,0.0,0.0
155,155,1990,"2,693,378","1,579,919","718,858","3,120,030","1,040,603","1,550,506","706,233","427,360","12,620,854","451,275","475,228","1,414,345","571,284","515,538","5,818,094","316,171","661,435","313,402",0,"1,209,223",0,"1,119,747","7,262,402","1,539,036","4,866,379","1,929,616","422,159","2,142,655","22,094,536","693,275","6,363,166","341,651","3,998,709","65,875","8,629,179","56,864","96,179","2,192,899","46,989","384,595",3280948.0,"6,641,703","165,199","231,454",6586000,"1,431,110","146,836","854,252","51,585","455,703","282,492","175,821",0.0,"120,752,749",0.0,1.62,"264,856",0.0,0.0,0.0,0.0,0.0,0.0
156,156,1991,"2,641,813","1,565,909","718,861","3,105,248","1,053,175","1,438,170","689,000","433,595","12,076,201","455,562","486,658","1,401,381","586,340","522,932","5,831,581","318,854","491,269","257,401",0,"1,151,137",0,"1,051,863","7,159,069","1,464,935","5,098,252","1,898,939","415,249","2,106,008","21,528,013","913,489","7,096,342","337,975","4,171,932","78,796","9,416,383","55,539","129,984","2,254,357","44,752","428,420",3294106.0,"8,003,824","166,000","236,271",6974000,"1,745,626","143,407","788,646","61,519","450,079","306,468","204,180",0.0,"123,249,508",0.0,1.58,"269,910",0.0,0.0,0.0,0.0,0.0,0.0
157,157,1992,"2,691,605","1,627,856","701,548","3,089,097","1,093,106","1,455,321","694,979","442,420","12,356,408","459,724","519,924","1,400,196","602,505","513,624","5,687,912","315,478","543,472","281,403","3,596","1,073,371",0,"1,086,038","3,012,049","1,244,256","10,601,320","1,809,631","396,301","2,075,222","21,795,326","1,132,242","6,457,680","368,975","4,518,230","91,056","9,002,049","64,261","147,897","2,482,210","39,992","508,117",3269693.0,"9,603,661","166,000","241,376",7081000,"1,719,065","180,935","808,335","68,239","441,571","349,071","233,750",0.0,"126,549,092",0.0,1.63,"262,899",0.0,0.0,0.0,0.0,0.0,0.0
158,158,1993,"2,579,984","1,585,190","701,873","2,890,668","1,055,827","1,422,658","693,048","428,283","11,315,715","484,049","504,769","1,366,794","620,273","517,107","5,454,446","308,035","530,555","265,714","5,293","944,122",0,"1,087,808","2,846,763","1,037,269","9,669,656","1,750,371","392,850","2,009,338","21,570,259","1,195,675","6,545,550","416,710","4,938,541","91,543","9,784,852","80,604","101,426","2,468,169","66,143","591,690",3356888.0,"11,822,833","166,000","123,381",6758000,"1,670,812","185,892","773,755","68,164","463,297","457,161","271,158",0.0,"126,436,961",0.0,1.63,"255,845",0.0,0.0,0.0,0.0,0.0,0.0
159,159,1994,"2,604,052","1,658,795","737,805","2,911,153","1,014,009","1,385,066","703,082","416,702","11,551,688","487,247","541,403","1,391,866","658,141","491,522","5,307,283","319,944","493,810","333,315","9,483","962,241",0,"1,048,958","2,501,923","1,026,954","10,202,725","1,740,462","397,829","2,012,107","21,652,276","1,308,871","6,729,331","405,233","4,966,498","93,523","9,769,401","87,184","123,046","2,623,997","77,080","670,322",3303776.0,"13,340,856","166,000","252,462",7074000,"1,877,706","196,450","756,457","73,522","455,337","550,792","303,368",0.0,"129,767,054",0.0,1.63,"265,015",0.0,0.0,0.0,0.0,0.0,0.0
160,160,1995,"2,597,079","1,611,852","721,075","2,936,108","1,015,166","1,362,412","698,608","411,495","11,449,946","464,384","557,227","1,414,468","633,520","478,143","5,447,426","318,765","488,072","338,213","24,517","854,761",0,"982,453","3,995,051","777,181","10,423,835","1,739,384","389,957","2,081,339","21,600,373","1,254,235","8,206,170","544,089","5,156,304","95,453","10,033,582","105,397","142,177","2,600,096","73,974","752,545",3559674.0,"15,077,038","166,000","258,491",6938000,"1,914,815","207,477","845,452","77,127","415,622","676,548","336,451",0.0,"135,249,524",0.0,1.62,"266,395",0.0,0.0,0.0,0.0,0.0,0.0
161,161,1996,"2,634,390","1,530,930","717,374","2,912,671","1,002,382","1,336,514","688,131","408,430","11,150,190","453,562","588,568","1,422,513","581,427","463,549","5,549,917","325,174","484,009","333,046","15,048","805,848",0,"900,308","3,946,634","692,867","10,931,674","1,733,950","385,633","2,303,593","21,854,638","1,324,097","8,459,243","559,369","5,507,868","88,141","10,157,085","109,011","114,691","2,635,800","73,294","790,840",3511009.0,"18,912,408","166,000","396,872",6986000,"1,857,603","213,308","859,404","79,054","388,171","788,335","349,367",0.0,"140,479,939",0.0,1.67,"280,406",0.0,0.0,0.0,0.0,0.0,0.0
162,162,1997,"2,477,528","1,623,972","726,529","2,947,079","990,664","1,320,859","667,825","417,869","11,102,952","454,467","625,595","1,459,865","606,075","448,570","5,550,532","327,727","343,928","358,465","12,471","781,772",0,"854,176","4,099,497","709,497","11,945,789","1,759,879","283,177","2,282,959","21,950,626","1,456,981","8,562,191","467,115","5,038,728","91,024","10,016,373","108,718","81,524","2,766,478","86,356","916,935",3549377.0,"18,416,783","166,000","406,420",6761000,"1,819,484","240,104","882,765","87,154","368,016","953,110","404,150",0.0,"140,777,132",0.0,1.66,"288,783",0.0,0.0,0.0,0.0,0.0,0.0
163,163,1998,"2,591,329","1,716,053","719,594","2,957,389","1,009,655","1,292,886","619,092","408,049","10,780,153","490,549","635,434","1,436,950","564,322","465,625","5,684,364","316,215","294,201","353,983","11,620","775,517",0,"1,113,372","4,251,837","772,084","12,066,950","1,760,213","283,417","2,287,933","22,244,612","1,397,716","8,608,798","455,923","5,210,607","91,143","10,150,450","108,247","155,525","2,787,280","89,944","850,440",3687879.0,"16,862,237","166,000","416,308",6783000,"1,517,416","259,231","895,295","89,155","423,394","1,052,443","425,035",0.0,"140,386,867",0.0,1.64,"312,172",0.0,0.0,0.0,0.0,0.0,0.0
164,164,1999,"2,619,147","1,730,867","743,892","3,063,099","1,014,712","1,320,968","602,984","406,328","11,653,007","502,989","647,699","1,454,634","585,115","450,554","5,590,009","327,213","292,744","368,327","14,104","768,866",0,"1,249,716","4,616,183","943,045","12,211,791","1,758,991","285,967","2,371,966","22,735,371","1,347,450","9,449,858","545,460","5,409,080","80,682","10,295,397","94,663","125,597","2,811,866","103,848","789,852",3847234.0,"20,643,924","166,000","426,445",6786000,"1,610,761","266,831","918,803","89,645","407,328","1,060,406","468,066",0.0,"148,075,488",0.0,1.68,"281,596",0.0,0.0,0.0,0.0,0.0,0.0
165,165,2000,"2,294,883","1,801,932","723,178","3,175,633","1,019,541","1,342,383","557,020","401,416","11,065,540","477,719","530,641","1,438,186","434,208","451,980","5,332,352","334,649","438,072","411,682","33,988","805,776","35,852","1,292,591","5,810,665","1,157,532","12,995,733","1,761,742","275,445","2,402,144","22,810,008","1,053,712","9,091,739","449,828","5,341,017","76,112","10,311,218","53,334","93,575","2,524,272","119,857","787,756",3728169.0,"19,554,001","166,000","460,000",6759000,"1,834,628","145,397","980,000","90,884","442,660","1,180,991","511,699",0.0,"147,368,337",0.0,1.69,"292,412",0.0,0.0,0.0,0.0,0.0,0.0
166,166,2001,"2,386,983","1,862,863","709,073","3,371,992","994,433","1,333,911","539,899","413,029","10,395,530","469,568","530,591","1,413,727","439,328","454,472","5,448,875","332,511","469,433","425,120","37,375","797,408","48,246","1,272,799","7,026,448","1,360,916","13,067,648","1,788,740","306,342","2,376,793","23,283,765","1,133,719","9,308,332","455,299","5,400,551","66,361","9,611,793","45,922","105,420","2,471,398","114,924","783,840",3946757.0,"19,922,903","166,000","485,000",6779000,"1,975,641","136,089","1,040,000","87,000","446,716","1,292,086","520,171",0.0,"149,652,740",0.0,1.68,"282,862",0.0,0.0,0.0,0.0,0.0,0.0
167,167,2002,"2,514,499","1,811,440","699,761","3,183,943","968,047","1,345,050","532,419","420,511","10,368,688","477,162","524,604","1,411,548","440,965","442,504","5,535,422","321,179","432,542","413,624","41,732","814,727","65,534","1,387,264","7,823,068","1,563,493","7,867,115","1,762,590","314,462","2,405,391","23,535,659","1,256,701","9,446,939","458,256","5,403,442","55,863","4,924,696","80,503","112,975","2,509,237","123,823","833,645",4108667.0,"21,197,423","166,000","510,000",6597000,"2,029,478","139,935","1,100,000","84,000","449,013","1,394,235","528,767",0.0,"142,935,539",0.0,1.71,"291,451",0.0,0.0,0.0,0.0,0.0,0.0
168,168,2003,"2,575,950","1,936,013","701,584","3,420,897","971,120","1,364,430","532,882","416,224","10,033,549","452,416","507,430","1,414,701","458,709","461,618","5,623,049","313,892","476,934","428,243","46,989","839,276","83,216","1,504,807","8,328,353","1,747,813","8,319,756","1,807,397","313,459","2,432,487","23,370,381","1,241,251","9,236,905","477,107","5,597,542","48,103","5,074,432","97,479","106,234","2,598,831","128,207","873,987",4208679.0,"24,000,000","166,000","535,000",6186000,"1,972,293","140,480","1,130,000","80,663","450,869","1,725,490","537,415",0.0,"147,496,541",0.0,1.74,"279,978",0.0,0.0,0.0,0.0,0.0,0.0
169,169,2004,"2,536,721","1,905,357","730,837","3,450,543","1,019,969","1,332,670","498,438","464,883","10,121,732","429,728","499,617","1,420,790","468,000","419,215","5,937,586","336,703","459,373","414,919","50,147","703,820","108,238","1,351,391","9,196,411","1,941,782","8,444,061","1,951,334","312,888","2,248,394","23,648,105","1,459,041","9,089,110","493,652","5,719,175","61,627","5,240,471","120,167","113,848","2,709,832","134,211","915,071",4561677.0,"27,599,897","166,440","567,532","6,815,997","1,819,734","135,672","1,172,776","73,279","452,684","1,804,713","546,020",0.0,"148,267,346",0.0,1.79,"239,269",0.0,0.0,0.0,0.0,0.0,0.0
170,170,2005,"2,622,255","1,918,669","744,573","3,825,328","927,526","1,370,471","496,403","472,845","10,107,569","428,911","497,990","1,424,204","466,900","403,063","5,796,267","334,711","467,676","408,333","57,487","705,230","126,525","1,486,533","9,812,964","2,353,409","8,709,348","1,998,507","315,865","2,246,992","23,520,073","1,547,854","9,556,880","551,618","5,959,316","75,849","5,668,912","148,830","116,631","2,805,158","143,530","887,584",5026425.0,"30,438,176","155,466","623,712","6,624,065","1,761,013","124,160","1,245,205","77,786","470,511","1,781,803","554,631",0.0,"154,281,896",0.0,1.81,"242,702",0.0,0.0,0.0,0.0,0.0,0.0
171,171,2006,"2,753,158","1,952,723","751,113","3,958,371","1,027,371","1,280,231","484,840","477,235","10,357,070","437,060","495,060","1,430,274","487,100","417,539","5,639,209","338,966","504,513","421,444","64,580","718,580","148,623","1,815,995","10,360,413","2,606,318","10,160,368","2,022,261","309,490","2,301,942","23,976,836","1,638,756","10,235,550","630,484","6,272,220","84,141","5,890,217","89,152","114,251","2,785,712","149,547","893,717",5481417.0,"34,592,857","151,687","771,743","6,552,317","1,800,461","124,359","1,323,188","79,661","487,957","2,000,117","563,051",0.0,"163,499,322",0.0,1.86,"253,869",0.0,0.0,0.0,0.0,0.0,0.0
172,172,2007,"2,654,762","2,008,841","740,085","3,914,655","985,318","1,199,970","472,303","489,320","10,159,086","443,604","490,754","1,437,176","486,000","426,867","5,431,855","348,708","539,752","433,379","69,097","730,180","171,581","2,085,483","11,716,989","2,985,661","9,190,309","2,057,741","312,205","2,307,528","24,242,941","1,748,276","10,927,580","663,442","6,631,418","91,440","6,203,919","85,549","116,891","2,912,138","159,006","946,842",5966107.0,"38,639,058","150,775","909,929","6,456,690","1,846,476","130,185","1,404,819","85,710","492,128","2,161,626","571,323",0.0,"172,388,229",0.0,1.92,"260,122",0.0,0.0,0.0,0.0,0.0,0.0
173,173,2008,"2,554,131","1,898,213","715,327","3,785,496","989,451","1,170,639","448,779","472,301","10,077,133","443,107","463,807","1,444,470","477,100","438,142","5,162,858","353,293","558,741","422,637","79,127","696,990","176,955","2,133,845","11,637,181","2,939,392","9,214,829","2,096,263","322,490","2,395,687","24,530,849","1,879,793","11,301,780","699,914","6,755,744","106,329","6,207,302","108,792","130,337","2,939,060","165,018","1,037,559",6505086.0,"40,677,158","192,900","1,000,766","6,364,272","1,918,065","135,185","1,442,448","89,760","487,480","2,009,201","579,629",0.0,"175,775,161",0.0,1.95,"270,455",0.0,0.0,0.0,0.0,0.0,0.0
174,174,2009,"2,568,268","1,809,409","690,597","3,832,213","962,099","1,157,670","413,116","466,532","9,929,361","417,097","433,183","1,338,127","484,400","436,621","4,964,182","359,609","507,921","398,525","74,118","634,590","146,288","1,922,837","11,007,746","2,951,731","9,204,905","2,085,701","306,181","2,405,436","24,222,071","1,825,182","11,761,934","678,355","6,941,725","112,752","6,110,471","110,454","114,449","2,801,302","170,952","1,043,789",7073044.0,"43,005,092","149,207","1,157,257","6,346,613","1,822,050","141,934","1,450,015","96,545","489,194","1,836,222","595,196",0.0,"177,017,259",0.0,2.01,"260,778",0.0,0.0,0.0,0.0,0.0,0.0
175,175,2010,"2,592,222","1,880,080","673,572","4,304,827","969,774","1,184,497","390,391","461,713","9,743,337","389,794","460,358","1,330,203","488,300","447,027","4,795,506","367,000","489,901","370,063","78,473","594,360","124,897","1,842,470","10,509,584","2,919,470","9,200,000","2,032,961","299,348","2,409,271","23,774,312","1,816,440","12,754,980","703,504","7,191,269","110,333","6,200,000","101,943","101,146","2,733,814","156,362","1,008,093",7721743.0,"45,409,662","152,455","1,305,664","6,323,826","1,857,770","145,694","1,679,756","103,447","483,584","1,895,087","573,669",0.0,"180,103,361",0.0,2.04,"251,636",0.0,0.0,0.0,0.0,0.0,0.0
176,176,2011,"2,486,088","1,917,915","621,899","3,923,722","971,911","1,162,335","387,558","459,838","9,776,576","385,793","441,816","1,333,647","472,500","451,559","4,685,027","373,000","507,919","377,729","86,415","634,380","139,806","1,856,298","10,340,389","2,902,020","9,300,000","1,984,039","299,794","2,398,382","23,616,854","1,833,369","13,285,100","740,244","7,481,420","113,963","6,300,000","121,857","97,690","3,635,707","154,809","1,024,432",8210327.0,"47,743,768","156,176","1,502,336","6,195,007","1,887,580","152,704","1,428,388","109,043","489,423","1,923,369","581,441",0.0,"183,674,552",0.0,2.08,"245,583",0.0,0.0,0.0,0.0,0.0,0.0
177,177,2012,"2,498,034","1,935,709","560,811","3,912,597","1,004,908","1,147,781","364,534","438,440","9,667,752","387,072","430,910","1,350,558","462,900","451,585","4,551,587","379,000","551,898","363,522","98,771","652,090","151,430","1,980,306","10,217,292","2,915,968","9,400,000","1,911,585","279,934","2,418,721","24,073,936","1,817,149","13,710,401","756,343","7,626,174","118,223","6,400,000","136,171","94,155","3,680,077","156,364","1,089,265",6425376.0,"48,993,587","160,066","1,624,163","6,198,660","1,727,510","158,411","1,480,601","114,092","505,721","2,031,301","588,309",0.0,"186,581,769",0.0,2.11,"242,812",0.0,0.0,0.0,0.0,0.0,0.0
